TIMESTAMP,BBM_EBOX_OUT_VOLTAGE_MEASURED,STATOR_AND_MAIN_BATT_IN_VOLTAGE_MEASURED,BBM_WINCH_OUT_VOLTAGE_MEASURED,STATOR_TO_BBM_CURRENT_MEASURED,MAIN_BATT_TO_BBM_CURRENT_MEASURED,BBM_TO_WINCH_AND_BATT_CURRENT_MEASURED,WINCH_BATT_AND_BBM_TO_WINCH_CURRENT_MEASURED,BBM_TO_EBOX_CURRENT_MEASURED
2018-02-22T11-31-20_0000,11.85,12.10,11.85,0.07,0.21,0.07,0.00,0.17
2018-02-22T11-31-20_0001,11.84,12.08,11.83,0.07,0.20,0.07,0.02,0.17
2018-02-22T11-31-20_0002,11.84,12.09,11.84,0.07,0.21,0.12,-0.02,0.23
2018-02-22T11-31-20_0003,11.84,12.09,11.85,0.10,0.24,0.10,-0.05,0.26
2018-02-22T11-31-20_0004,11.84,12.08,11.85,0.09,0.23,0.10,0.02,0.42
2018-02-22T11-31-20_0005,11.83,12.08,11.85,0.06,0.20,0.09,0.07,0.46
2018-02-22T11-31-20_0006,11.82,12.08,11.84,0.08,0.21,0.10,0.02,0.44
2018-02-22T11-31-20_0007,11.84,12.09,11.83,0.07,0.23,0.07,0.00,0.26
2018-02-22T11-31-20_0008,11.84,12.08,11.83,0.07,0.22,0.08,0.02,0.17
2018-02-22T11-31-20_0009,11.84,12.10,11.83,0.07,0.21,0.09,0.02,0.18
2018-02-22T11-31-20_0010,11.82,12.08,11.85,0.05,0.42,0.09,0.00,0.29
2018-02-22T11-31-20_0011,11.83,12.08,11.84,0.07,0.47,0.09,0.02,0.18
2018-02-22T11-31-20_0012,11.84,12.09,11.84,0.06,0.21,0.10,0.02,0.34
2018-02-22T11-31-20_0013,11.84,12.08,11.82,0.09,0.20,0.09,0.02,0.20
2018-02-22T11-31-20_0014,11.84,12.09,11.83,0.07,0.21,0.09,-0.02,0.17
2018-02-22T11-31-20_0015,11.82,12.08,11.84,0.07,0.43,0.09,0.02,0.28
2018-02-22T11-31-20_0016,11.84,12.08,11.84,0.06,0.23,0.09,0.00,0.24
2018-02-22T11-31-21_0000,11.85,12.07,11.84,0.10,0.26,0.09,0.02,0.19
2018-02-22T11-31-21_0001,11.83,12.08,11.84,0.09,0.22,0.09,0.05,0.37
2018-02-22T11-31-21_0002,11.85,12.10,11.84,0.07,0.22,0.09,-0.02,0.19
2018-02-22T11-31-21_0003,11.83,12.08,11.85,0.07,0.26,0.12,0.00,0.43
2018-02-22T11-31-21_0004,11.83,12.08,11.84,0.06,0.54,0.10,0.00,0.20
2018-02-22T11-31-21_0005,11.85,12.06,11.84,0.09,0.26,0.09,0.02,0.18
2018-02-22T11-31-21_0006,11.84,12.10,11.83,0.07,0.20,0.08,-0.02,0.19
2018-02-22T11-31-21_0007,11.84,12.10,11.83,0.06,0.21,0.09,-0.02,0.20
2018-02-22T11-31-21_0008,11.84,12.10,11.83,0.08,0.20,0.05,0.02,0.18
2018-02-22T11-31-21_0009,11.84,12.08,11.83,0.06,0.23,0.10,0.02,0.21
2018-02-22T11-31-21_0010,11.84,12.08,11.84,0.07,0.24,0.08,0.05,0.21
2018-02-22T11-31-21_0011,11.84,12.10,11.84,0.09,0.25,0.08,-0.02,0.22
2018-02-22T11-31-21_0012,11.84,12.08,11.84,0.06,0.22,0.10,0.02,0.27
2018-02-22T11-31-21_0013,11.84,12.08,11.82,0.07,0.20,0.11,0.02,0.18
2018-02-22T11-31-21_0014,11.83,12.08,11.85,0.07,0.19,0.11,0.00,0.45
2018-02-22T11-31-21_0015,11.84,12.08,11.83,0.08,0.23,0.10,0.00,0.19
2018-02-22T11-31-21_0016,11.84,12.09,11.82,0.07,0.19,0.10,-0.02,0.18
2018-02-22T11-31-22_0000,11.84,12.06,11.84,0.09,0.33,0.11,-0.02,0.17
2018-02-22T11-31-22_0001,11.82,12.08,11.84,0.09,0.36,0.09,0.00,0.31
2018-02-22T11-31-22_0002,11.84,12.10,11.84,0.05,0.20,0.10,0.05,0.16
2018-02-22T11-31-22_0003,11.83,12.08,11.85,0.06,0.50,0.10,0.00,0.20
2018-02-22T11-31-22_0004,11.84,12.08,11.83,0.08,0.20,0.10,-0.02,0.19
2018-02-22T11-31-22_0005,11.84,12.07,11.84,0.09,0.27,0.08,0.02,0.20
2018-02-22T11-31-22_0006,11.84,12.08,11.83,0.08,0.22,0.09,0.02,0.24
2018-02-22T11-31-22_0007,11.84,12.07,11.84,0.08,0.26,0.08,-0.02,0.18
2018-02-22T11-31-22_0008,11.84,12.08,11.85,0.06,0.21,0.09,0.00,0.45
2018-02-22T11-31-22_0009,11.84,12.10,11.83,0.05,0.24,0.10,-0.02,0.18
2018-02-22T11-31-22_0010,11.83,12.08,11.85,0.08,0.20,0.07,0.02,0.44
2018-02-22T11-31-22_0011,11.84,12.08,11.82,0.09,0.23,0.09,0.00,0.17
2018-02-22T11-31-22_0012,11.84,12.10,11.84,0.07,0.21,0.10,0.00,0.19
2018-02-22T11-31-22_0013,11.84,12.09,11.84,0.09,0.22,0.09,0.02,0.26
2018-02-22T11-31-22_0014,11.84,12.10,11.84,0.08,0.21,0.09,0.00,0.21
2018-02-22T11-31-22_0015,11.85,12.10,11.84,0.06,0.20,0.07,0.05,0.17
2018-02-22T11-31-22_0016,11.83,12.08,11.84,0.06,0.25,0.08,0.02,0.48
2018-02-22T11-31-23_0000,11.84,12.09,11.83,0.06,0.22,0.11,0.02,0.19
2018-02-22T11-31-23_0001,11.84,12.08,11.84,0.05,0.21,0.09,0.02,0.45
2018-02-22T11-31-23_0002,11.83,12.08,11.85,0.07,0.22,0.07,0.02,0.44
2018-02-22T11-31-23_0003,11.84,12.09,11.84,0.05,0.21,0.07,-0.02,0.18
2018-02-22T11-31-23_0004,11.85,12.10,11.85,0.05,0.19,0.09,0.02,0.19
2018-02-22T11-31-23_0005,11.85,12.10,11.84,0.07,0.23,0.09,0.00,0.19
2018-02-22T11-31-23_0006,11.84,12.08,11.82,0.05,0.22,0.09,0.02,0.19
2018-02-22T11-31-23_0007,11.82,12.08,11.84,0.10,0.29,0.07,-0.02,0.40
2018-02-22T11-31-23_0008,11.84,12.08,11.84,0.05,0.21,0.08,0.00,0.23
2018-02-22T11-31-23_0009,11.83,12.08,11.84,0.07,0.24,0.10,0.05,0.48
2018-02-22T11-31-23_0010,11.84,12.10,11.83,0.06,0.23,0.07,0.00,0.18
2018-02-22T11-31-23_0011,11.84,12.08,11.84,0.07,0.20,0.08,0.05,0.30
2018-02-22T11-31-23_0012,11.82,12.09,11.84,0.07,0.47,0.10,0.02,0.27
2018-02-22T11-31-23_0013,11.84,12.06,11.84,0.05,0.26,0.08,0.07,0.17
2018-02-22T11-31-23_0014,11.84,12.06,11.85,0.07,0.40,0.11,0.07,0.17
2018-02-22T11-31-23_0015,11.84,12.09,11.84,0.08,0.20,0.10,0.02,0.22
2018-02-22T11-31-23_0016,11.84,12.10,11.84,0.09,0.20,0.10,-0.02,0.20
2018-02-22T11-31-24_0000,11.84,12.08,11.84,0.08,0.23,0.08,0.02,0.31
2018-02-22T11-31-24_0001,11.84,12.10,11.83,0.08,0.24,0.10,0.02,0.16
2018-02-22T11-31-24_0002,11.84,12.10,11.84,0.07,0.20,0.10,0.02,0.17
2018-02-22T11-31-24_0003,11.84,12.10,11.84,0.06,0.24,0.07,0.00,0.19
2018-02-22T11-31-24_0004,11.85,12.11,11.84,0.09,0.20,0.06,0.00,0.18
2018-02-22T11-31-24_0005,11.85,12.10,11.83,0.06,0.21,0.07,0.02,0.21
2018-02-22T11-31-24_0006,11.84,12.07,11.85,0.07,0.41,0.08,-0.02,0.21
2018-02-22T11-31-24_0007,11.84,12.08,11.85,0.08,0.20,0.07,-0.02,0.30
2018-02-22T11-31-24_0008,11.84,12.08,11.85,0.07,0.21,0.12,0.02,0.36
2018-02-22T11-31-24_0009,11.84,12.08,11.82,0.10,0.25,0.08,0.02,0.18
2018-02-22T11-31-24_0010,11.84,12.09,11.83,0.09,0.21,0.09,-0.02,0.19
2018-02-22T11-31-24_0011,11.82,12.08,11.85,0.05,0.49,0.07,0.00,0.24
2018-02-22T11-31-24_0012,11.83,12.08,11.85,0.07,0.26,0.10,0.02,0.40
2018-02-22T11-31-24_0013,11.84,12.08,11.83,0.05,0.21,0.08,-0.02,0.22
2018-02-22T11-31-24_0014,11.82,12.09,11.84,0.08,0.25,0.10,-0.05,0.47
2018-02-22T11-31-24_0015,11.82,12.08,11.85,0.04,0.37,0.07,0.02,0.33
2018-02-22T11-31-24_0016,11.84,12.08,11.82,0.08,0.21,0.06,0.00,0.20
2018-02-22T11-31-24_0017,11.84,12.08,11.84,0.05,0.21,0.10,0.02,0.44
2018-02-22T11-31-25_0000,11.83,12.09,11.84,0.07,0.19,0.09,0.00,0.49
2018-02-22T11-31-25_0001,11.84,12.09,11.84,0.05,0.17,0.08,0.00,0.20
2018-02-22T11-31-25_0002,11.85,12.10,11.85,0.09,0.23,0.08,0.00,0.19
2018-02-22T11-31-25_0003,11.84,12.08,11.84,0.07,0.21,0.10,0.00,0.25
2018-02-22T11-31-25_0004,11.84,12.07,11.84,0.08,0.46,0.09,0.00,0.18
2018-02-22T11-31-25_0005,11.84,12.10,11.83,0.07,0.23,0.11,0.05,0.19
2018-02-22T11-31-25_0006,11.83,12.08,11.84,0.09,0.27,0.11,0.00,0.44
2018-02-22T11-31-25_0007,11.85,12.07,11.84,0.08,0.27,0.07,0.00,0.18
2018-02-22T11-31-25_0008,11.85,12.10,11.84,0.06,0.20,0.10,-0.02,0.17
2018-02-22T11-31-25_0009,11.84,12.09,11.83,0.08,0.21,0.10,0.02,0.16
2018-02-22T11-31-25_0010,11.84,12.08,11.83,0.08,0.21,0.12,0.02,0.18
2018-02-22T11-31-25_0011,11.84,12.10,11.84,0.08,0.26,0.10,0.00,0.21
2018-02-22T11-31-25_0012,11.84,12.09,11.84,0.06,0.19,0.11,0.02,0.17
2018-02-22T11-31-25_0013,11.84,12.10,11.84,0.06,0.20,0.12,0.00,0.19
2018-02-22T11-31-25_0014,11.84,12.10,11.84,0.07,0.22,0.10,0.05,0.19
2018-02-22T11-31-25_0015,11.82,12.08,11.84,0.09,0.48,0.09,-0.02,0.17
2018-02-22T11-31-25_0016,11.83,12.09,11.85,0.06,0.27,0.10,0.00,0.40
2018-02-22T11-31-26_0000,11.83,12.08,11.84,0.08,0.20,0.10,0.00,0.44
2018-02-22T11-31-26_0001,11.82,12.08,11.85,0.06,0.28,0.09,0.00,0.38
2018-02-22T11-31-26_0002,11.83,12.09,11.85,0.07,0.26,0.08,0.00,0.43
2018-02-22T11-31-26_0003,11.84,12.08,11.84,0.09,0.25,0.10,0.02,0.25
2018-02-22T11-31-26_0004,11.83,12.08,11.84,0.10,0.23,0.10,0.02,0.40
2018-02-22T11-31-26_0005,11.84,12.08,11.83,0.08,0.21,0.08,0.00,0.17
2018-02-22T11-31-26_0006,11.84,12.09,11.83,0.04,0.22,0.11,0.02,0.19
2018-02-22T11-31-26_0007,11.84,12.09,11.83,0.08,0.21,0.08,0.02,0.19
2018-02-22T11-31-26_0008,11.84,12.08,11.84,0.07,0.24,0.08,0.05,0.27
2018-02-22T11-31-26_0009,11.85,12.09,11.83,0.07,0.24,0.08,-0.05,0.17
2018-02-22T11-31-26_0010,11.82,12.08,11.84,0.08,0.31,0.06,0.07,0.39
2018-02-22T11-31-26_0011,11.84,12.10,11.84,0.07,0.20,0.11,0.05,0.18
2018-02-22T11-31-26_0012,11.83,12.08,11.84,0.07,0.21,0.10,-0.02,0.41
2018-02-22T11-31-26_0013,11.85,12.09,11.84,0.06,0.20,0.09,-0.05,0.20
2018-02-22T11-31-26_0014,11.83,12.08,11.85,0.07,0.21,0.09,0.00,0.38
2018-02-22T11-31-26_0015,11.83,12.08,11.84,0.09,0.52,0.08,0.00,0.20
2018-02-22T11-31-26_0016,11.82,12.08,11.85,0.06,0.39,0.06,0.09,0.35
2018-02-22T11-31-27_0000,11.84,12.10,11.84,0.08,0.21,0.06,-0.02,0.17
2018-02-22T11-31-27_0001,11.84,12.08,11.82,0.08,0.19,0.10,-0.07,0.17
2018-02-22T11-31-27_0002,11.84,12.09,11.84,0.09,0.22,0.08,0.00,0.28
2018-02-22T11-31-27_0003,11.84,12.10,11.84,0.09,0.23,0.10,-0.02,0.16
2018-02-22T11-31-27_0004,11.82,12.08,11.84,0.08,0.44,0.08,0.02,0.24
2018-02-22T11-31-27_0005,11.84,12.10,11.83,0.08,0.20,0.06,-0.02,0.18
2018-02-22T11-31-27_0006,11.84,12.10,11.83,0.08,0.20,0.11,-0.05,0.17
2018-02-22T11-31-27_0007,11.84,12.08,11.83,0.09,0.22,0.12,0.05,0.18
2018-02-22T11-31-27_0008,11.83,12.08,11.84,0.05,0.25,0.09,0.00,0.41
2018-02-22T11-31-27_0009,11.82,12.08,11.84,0.09,0.38,0.09,-0.05,0.32
2018-02-22T11-31-27_0010,11.84,12.08,11.85,0.07,0.22,0.13,0.02,0.43
2018-02-22T11-31-27_0011,11.82,12.08,11.84,0.05,0.42,0.12,0.05,0.31
2018-02-22T11-31-27_0012,11.84,12.08,11.82,0.09,0.22,0.07,0.00,0.17
2018-02-22T11-31-27_0013,11.84,12.08,11.82,0.05,0.23,0.10,0.05,0.18
2018-02-22T11-31-27_0014,11.84,12.09,11.83,0.08,0.18,0.13,0.05,0.19
2018-02-22T11-31-27_0015,11.84,12.08,11.84,0.07,0.22,0.08,-0.07,0.18
2018-02-22T11-31-27_0016,11.84,12.07,11.85,0.05,0.43,0.08,0.02,0.18
2018-02-22T11-31-28_0000,11.82,12.08,11.84,0.07,0.32,0.09,0.00,0.36
2018-02-22T11-31-28_0001,11.82,12.08,11.85,0.08,0.40,0.08,-0.02,0.30
2018-02-22T11-31-28_0002,11.84,12.08,11.83,0.05,0.24,0.11,0.00,0.21
2018-02-22T11-31-28_0003,11.84,12.08,11.83,0.05,0.24,0.10,0.00,0.19
2018-02-22T11-31-28_0004,11.84,12.08,11.84,0.06,0.21,0.09,0.05,0.19
2018-02-22T11-31-28_0005,11.84,12.08,11.84,0.06,0.20,0.09,-0.05,0.24
2018-02-22T11-31-28_0006,11.84,12.07,11.84,0.06,0.38,0.10,0.00,0.19
2018-02-22T11-31-28_0007,11.82,12.08,11.84,0.05,0.30,0.08,0.07,0.41
2018-02-22T11-31-28_0008,11.84,12.10,11.83,0.08,0.23,0.10,-0.07,0.17
2018-02-22T11-31-28_0009,11.83,12.08,11.85,0.10,0.20,0.13,-0.02,0.45
2018-02-22T11-31-28_0010,11.85,12.07,11.85,0.07,0.30,0.11,0.02,0.17
2018-02-22T11-31-28_0011,11.84,12.08,11.85,0.07,0.21,0.09,-0.05,0.40
2018-02-22T11-31-28_0012,11.85,12.06,11.84,0.07,0.33,0.10,-0.02,0.18
2018-02-22T11-31-28_0013,11.84,12.09,11.83,0.07,0.23,0.08,0.02,0.21
2018-02-22T11-31-28_0014,11.83,12.07,11.84,0.07,0.46,0.09,0.02,0.19
2018-02-22T11-31-28_0015,11.83,12.09,11.85,0.08,0.22,0.06,0.02,0.46
2018-02-22T11-31-28_0016,11.82,12.08,11.84,0.07,0.37,0.11,0.00,0.30
2018-02-22T11-31-28_0017,11.84,12.08,11.83,0.06,0.22,0.10,0.00,0.17
2018-02-22T11-31-29_0000,11.84,12.08,11.82,0.09,0.23,0.10,0.00,0.17
2018-02-22T11-31-29_0001,11.84,12.09,11.82,0.07,0.23,0.12,0.02,0.20
2018-02-22T11-31-29_0002,11.84,12.10,11.84,0.08,0.22,0.11,-0.05,0.20
2018-02-22T11-31-29_0003,11.84,12.08,11.82,0.07,0.21,0.08,0.05,0.19
2018-02-22T11-31-29_0004,11.84,12.08,11.84,0.10,0.22,0.08,0.05,0.29
2018-02-22T11-31-29_0005,11.83,12.08,11.84,0.10,0.49,0.12,0.00,0.19
2018-02-22T11-31-29_0006,11.84,12.07,11.84,0.07,0.32,0.08,0.02,0.17
2018-02-22T11-31-29_0007,11.85,12.10,11.84,0.07,0.21,0.07,0.00,0.17
2018-02-22T11-31-29_0008,11.84,12.10,11.84,0.09,0.21,0.08,-0.02,0.20
2018-02-22T11-31-29_0009,11.84,12.07,11.84,0.10,0.35,0.09,-0.02,0.19
2018-02-22T11-31-29_0010,11.82,12.08,11.85,0.05,0.37,0.10,0.00,0.30
2018-02-22T11-31-29_0011,11.84,12.08,11.83,0.07,0.24,0.09,0.07,0.17
2018-02-22T11-31-29_0012,11.84,12.09,11.82,0.06,0.21,0.08,0.02,0.19
2018-02-22T11-31-29_0013,11.84,12.09,11.84,0.06,0.24,0.08,0.02,0.20
2018-02-22T11-31-29_0014,11.82,12.09,11.84,0.05,0.37,0.07,0.05,0.35
2018-02-22T11-31-29_0015,11.84,12.08,11.84,0.08,0.21,0.11,0.02,0.19
2018-02-22T11-31-29_0016,11.84,12.09,11.84,0.07,0.21,0.07,0.05,0.34
2018-02-22T11-31-30_0000,11.84,12.08,11.82,0.06,0.22,0.09,0.00,0.18
2018-02-22T11-31-30_0001,11.85,12.07,11.85,0.06,0.37,0.11,-0.02,0.18
2018-02-22T11-31-30_0002,11.84,12.09,11.83,0.08,0.21,0.08,-0.05,0.19
2018-02-22T11-31-30_0003,11.84,12.06,11.84,0.09,0.34,0.09,0.05,0.20
2018-02-22T11-31-30_0004,11.83,12.08,11.84,0.08,0.22,0.09,0.02,0.46
2018-02-22T11-31-30_0005,11.84,12.07,11.84,0.06,0.44,0.08,0.00,0.17
2018-02-22T11-31-30_0006,11.84,12.08,11.84,0.07,0.23,0.09,0.09,0.24
2018-02-22T11-31-30_0007,11.84,12.10,11.84,0.05,0.21,0.10,0.00,0.21
2018-02-22T11-31-30_0008,11.81,12.08,11.84,0.08,0.42,0.10,-0.02,0.33
2018-02-22T11-31-30_0009,11.83,12.07,11.84,0.08,0.47,0.10,0.00,0.15
2018-02-22T11-31-30_0010,11.84,12.10,11.84,0.08,0.21,0.08,0.05,0.17
2018-02-22T11-31-30_0011,11.82,12.08,11.84,0.08,0.26,0.10,0.05,0.45
2018-02-22T11-31-30_0012,11.83,12.08,11.85,0.07,0.23,0.10,-0.02,0.48
2018-02-22T11-31-30_0013,11.83,12.08,11.82,0.05,0.19,0.10,0.02,0.17
2018-02-22T11-31-30_0014,11.84,12.08,11.82,0.09,0.23,0.08,-0.02,0.18
2018-02-22T11-31-30_0015,11.84,12.08,11.83,0.09,0.23,0.08,-0.02,0.25
2018-02-22T11-31-30_0016,11.84,12.10,11.83,0.05,0.20,0.10,0.02,0.18
2018-02-22T11-31-31_0000,11.83,12.07,11.85,0.07,0.51,0.10,0.00,0.19
2018-02-22T11-31-31_0001,11.85,12.10,11.84,0.09,0.23,0.10,-0.02,0.18
2018-02-22T11-31-31_0002,11.84,12.08,11.84,0.08,0.22,0.07,0.00,0.17
2018-02-22T11-31-31_0003,11.84,12.06,11.85,0.09,0.38,0.05,0.07,0.17
2018-02-22T11-31-31_0004,11.83,12.08,11.84,0.07,0.50,0.13,-0.02,0.22
2018-02-22T11-31-31_0005,11.83,12.08,11.85,0.07,0.48,0.09,0.00,0.14
2018-02-22T11-31-31_0006,11.83,12.08,11.84,0.08,0.52,0.12,0.00,0.19
2018-02-22T11-31-31_0007,11.84,12.08,11.83,0.07,0.20,0.09,0.00,0.18
2018-02-22T11-31-31_0008,11.84,12.08,11.82,0.07,0.24,0.06,0.00,0.16
2018-02-22T11-31-31_0009,11.84,12.08,11.82,0.07,0.22,0.10,0.02,0.17
2018-02-22T11-31-31_0010,11.84,12.06,11.84,0.09,0.36,0.07,0.02,0.19
2018-02-22T11-31-31_0011,11.83,12.08,11.84,0.06,0.21,0.09,0.00,0.46
2018-02-22T11-31-31_0012,11.84,12.10,11.84,0.08,0.21,0.09,-0.05,0.19
2018-02-22T11-31-31_0013,11.84,12.08,11.83,0.09,0.20,0.10,0.02,0.19
2018-02-22T11-31-31_0014,11.83,12.08,11.85,0.09,0.50,0.06,0.00,0.16
2018-02-22T11-31-31_0015,11.84,12.08,11.82,0.07,0.22,0.07,0.02,0.18
2018-02-22T11-31-31_0016,11.81,12.08,11.84,0.05,0.36,0.07,0.02,0.30
2018-02-22T11-31-32_0000,11.84,12.08,11.84,0.07,0.20,0.06,-0.02,0.19
2018-02-22T11-31-32_0001,11.84,12.09,11.83,0.09,0.24,0.09,0.02,0.23
2018-02-22T11-31-32_0002,11.84,12.08,11.83,0.07,0.21,0.08,0.00,0.22
2018-02-22T11-31-32_0003,11.83,12.08,11.84,0.05,0.44,0.09,0.00,0.17
2018-02-22T11-31-32_0004,11.84,12.08,11.82,0.04,0.19,0.09,-0.02,0.19
2018-02-22T11-31-32_0005,11.82,12.08,11.84,0.08,0.25,0.09,0.05,0.43
2018-02-22T11-31-32_0006,11.84,12.08,11.83,0.08,0.23,0.08,-0.05,0.16
2018-02-22T11-31-32_0007,11.84,12.09,11.85,0.07,0.24,0.08,0.00,0.33
2018-02-22T11-31-32_0008,11.82,12.08,11.84,0.07,0.45,0.07,0.02,0.25
2018-02-22T11-31-32_0009,11.84,12.09,11.82,0.09,0.22,0.10,0.02,0.18
2018-02-22T11-31-32_0010,11.84,12.10,11.84,0.08,0.20,0.10,0.02,0.17
2018-02-22T11-31-32_0011,11.82,12.08,11.85,0.10,0.44,0.07,0.02,0.21
2018-02-22T11-31-32_0012,11.83,12.08,11.84,0.06,0.51,0.09,-0.07,0.21
2018-02-22T11-31-32_0013,11.84,12.10,11.84,0.05,0.20,0.11,-0.02,0.19
2018-02-22T11-31-32_0014,11.82,12.08,11.85,0.08,0.46,0.11,-0.02,0.22
2018-02-22T11-31-32_0015,11.84,12.08,11.85,0.09,0.21,0.08,0.02,0.40
2018-02-22T11-31-32_0016,11.84,12.08,11.84,0.06,0.20,0.10,0.00,0.34
2018-02-22T11-31-32_0017,11.84,12.08,11.83,0.09,0.21,0.09,-0.02,0.17
2018-02-22T11-31-33_0000,11.84,12.08,11.84,0.07,0.21,0.10,0.07,0.18
2018-02-22T11-31-33_0001,11.85,12.10,11.84,0.08,0.20,0.08,0.00,0.18
2018-02-22T11-31-33_0002,11.84,12.08,11.82,0.05,0.23,0.10,-0.05,0.18
2018-02-22T11-31-33_0003,11.84,12.08,11.85,0.09,0.19,0.11,0.05,0.30
2018-02-22T11-31-33_0004,11.85,12.10,11.85,0.06,0.20,0.10,0.02,0.18
2018-02-22T11-31-33_0005,11.82,12.08,11.84,0.07,0.51,0.09,0.02,0.20
2018-02-22T11-31-33_0006,11.85,12.10,11.84,0.08,0.19,0.08,0.00,0.19
2018-02-22T11-31-33_0007,11.84,12.06,11.84,0.08,0.42,0.08,0.02,0.20
2018-02-22T11-31-33_0008,11.84,12.09,11.84,0.08,0.20,0.09,-0.02,0.30
2018-02-22T11-31-33_0009,11.84,12.10,11.83,0.08,0.21,0.10,-0.02,0.19
2018-02-22T11-31-33_0010,11.84,12.09,11.83,0.06,0.25,0.11,-0.02,0.18
2018-02-22T11-31-33_0011,11.83,12.07,11.84,0.09,0.46,0.08,-0.02,0.16
2018-02-22T11-31-33_0012,11.83,12.09,11.84,0.10,0.23,0.08,0.00,0.45
2018-02-22T11-31-33_0013,11.82,12.08,11.84,0.07,0.51,0.08,-0.02,0.20
2018-02-22T11-31-33_0014,11.84,12.08,11.84,0.09,0.24,0.08,0.05,0.16
2018-02-22T11-31-33_0015,11.84,12.06,11.84,0.08,0.45,0.09,0.02,0.17
2018-02-22T11-31-33_0016,11.84,12.08,11.83,0.09,0.23,0.09,-0.07,0.18
2018-02-22T11-31-34_0000,11.83,12.08,11.84,0.08,0.23,0.09,0.02,0.45
2018-02-22T11-31-34_0001,11.84,12.10,11.83,0.06,0.20,0.07,-0.02,0.18
2018-02-22T11-31-34_0002,11.82,12.08,11.84,0.07,0.54,0.07,-0.02,0.24
2018-02-22T11-31-34_0003,11.82,12.08,11.85,0.06,0.27,0.09,-0.02,0.48
2018-02-22T11-31-34_0004,11.84,12.08,11.85,0.06,0.21,0.09,0.02,0.44
2018-02-22T11-31-34_0005,11.84,12.06,11.84,0.09,0.41,0.11,0.00,0.19
2018-02-22T11-31-34_0006,11.84,12.10,11.84,0.09,0.22,0.08,-0.05,0.18
2018-02-22T11-31-34_0007,11.84,12.08,11.82,0.09,0.23,0.08,0.02,0.20
2018-02-22T11-31-34_0008,11.84,12.09,11.83,0.07,0.22,0.07,0.02,0.18
2018-02-22T11-31-34_0009,11.85,12.10,11.84,0.06,0.22,0.09,-0.02,0.17
2018-02-22T11-31-34_0010,11.82,12.08,11.85,0.07,0.43,0.09,0.00,0.26
2018-02-22T11-31-34_0011,11.82,12.08,11.85,0.08,0.44,0.07,0.00,0.26
2018-02-22T11-31-34_0012,11.82,12.08,11.84,0.05,0.46,0.10,0.05,0.27
2018-02-22T11-31-34_0013,11.84,12.07,11.84,0.08,0.46,0.09,0.02,0.18
2018-02-22T11-31-34_0014,11.83,12.09,11.84,0.06,0.24,0.10,0.00,0.46
2018-02-22T11-31-34_0015,11.83,12.08,11.85,0.07,0.23,0.11,0.02,0.44
2018-02-22T11-31-34_0016,11.82,12.08,11.85,0.07,0.37,0.11,0.00,0.30
2018-02-22T11-31-35_0000,11.84,12.06,11.84,0.10,0.41,0.06,0.02,0.19
2018-02-22T11-31-35_0001,11.84,12.08,11.85,0.09,0.21,0.08,0.00,0.32
2018-02-22T11-31-35_0002,11.84,12.08,11.83,0.09,0.23,0.06,0.00,0.17
2018-02-22T11-31-35_0003,11.84,12.09,11.82,0.07,0.22,0.06,-0.05,0.18
2018-02-22T11-31-35_0004,11.85,12.06,11.84,0.06,0.34,0.09,0.00,0.18
2018-02-22T11-31-35_0005,11.84,12.06,11.84,0.08,0.35,0.09,-0.02,0.17
2018-02-22T11-31-35_0006,11.82,12.08,11.85,0.08,0.45,0.10,0.02,0.25
2018-02-22T11-31-35_0007,11.84,12.10,11.83,0.08,0.23,0.09,0.07,0.18
2018-02-22T11-31-35_0008,11.85,12.08,11.84,0.08,0.22,0.09,-0.02,0.18
2018-02-22T11-31-35_0009,11.84,12.09,11.83,0.06,0.20,0.07,0.02,0.20
2018-02-22T11-31-35_0010,11.84,12.08,11.83,0.09,0.24,0.07,0.00,0.17
2018-02-22T11-31-35_0011,11.84,12.08,11.83,0.10,0.23,0.09,-0.05,0.19
2018-02-22T11-31-35_0012,11.85,12.08,11.84,0.09,0.20,0.08,0.02,0.18
2018-02-22T11-31-35_0013,11.84,12.10,11.85,0.09,0.24,0.09,0.05,0.20
2018-02-22T11-31-35_0014,11.84,12.09,11.84,0.06,0.22,0.08,-0.07,0.19
2018-02-22T11-31-35_0015,11.82,12.08,11.85,0.06,0.45,0.12,-0.07,0.24
2018-02-22T11-31-35_0016,11.82,12.08,11.84,0.09,0.46,0.08,0.02,0.26
2018-02-22T11-31-36_0000,11.83,12.08,11.85,0.09,0.27,0.10,-0.02,0.41
2018-02-22T11-31-36_0001,11.84,12.10,11.84,0.05,0.23,0.09,0.00,0.20
2018-02-22T11-31-36_0002,11.84,12.08,11.83,0.06,0.22,0.06,-0.02,0.19
2018-02-22T11-31-36_0003,11.84,12.08,11.84,0.06,0.20,0.08,-0.02,0.17
2018-02-22T11-31-36_0004,11.84,12.08,11.83,0.07,0.24,0.08,0.02,0.16
2018-02-22T11-31-36_0005,11.81,12.08,11.84,0.08,0.47,0.11,0.00,0.24
2018-02-22T11-31-36_0006,11.84,12.10,11.83,0.08,0.22,0.09,0.00,0.20
2018-02-22T11-31-36_0007,11.82,12.08,11.85,0.05,0.38,0.07,0.00,0.28
2018-02-22T11-31-36_0008,11.84,12.09,11.83,0.09,0.20,0.09,0.02,0.17
2018-02-22T11-31-36_0009,11.84,12.08,11.84,0.09,0.23,0.06,-0.02,0.39
